,loss,one_shot_accuracy_train,one_shot_accuracy_realistic,one_shot_loss_train,one_shot_loss_realistic,one_shot_exact_matches_train,one_shot_exact_matches_realistic,lr
0,0.3139922022819519,0.8333333333333333,0.8333333333333333,0.6659350842237473,0.7521080181002617,0.5,0.5,0.001
1,0.21727463603019714,0.9333333333333332,0.8666666666666667,0.8383878029882907,0.6446039780974389,0.8,0.6,0.001
